Transaction_ID,Timestamp,Customer_ID,Amount,Merchant_Category,Distance_from_Home,Device_Type,IP_Risk_Score,Avg_Spending_Habit,Is_Weekend,Is_Night_Transaction,Is_Fraud,Hour,DayOfWeek,Anomaly,Spending_Deviation,Risk_Score,Risk_Level
TRX-008985,2025-01-02 04:09:00,CUST-1882,33.19,Groceries,0.0123,Android,0.16,46.8,0,1,0,4,3,0,0.28472803347280334,14.28,Normal
TRX-008986,2025-03-09 16:35:00,CUST-1720,15.92,Transport,0.0123,iOS,0.56,115.02,1,0,0,16,6,0,0.8541630753318393,42.88,Suspicious
TRX-008987,2025-03-30 03:55:00,CUST-1630,17.83,Food_Dining,0.0123,Android,0.64,69.78,1,1,0,3,6,0,0.7339643967222379,36.89,Normal
TRX-008988,2025-01-21 22:39:00,CUST-1837,80.19,Groceries,0.0123,iOS,0.48,124.59,0,0,0,22,1,0,0.3535313321124294,17.82,Normal
TRX-008989,2025-02-09 10:07:00,CUST-1580,1933.68,Luxury_Goods,0.0123,iOS,0.17,112.88,1,0,1,10,6,1,15.988760098349141,70.05,High Risk
TRX-008990,2025-01-18 15:00:00,CUST-1993,521.97,Electronics,0.0123,iOS,0.91,83.17,1,0,1,15,5,0,5.213258880836403,50.27,Suspicious
TRX-008991,2025-02-25 20:45:00,CUST-1045,30.52,Food_Dining,0.0123,Android,0.94,123.24,0,0,0,20,1,0,0.7462974887314875,37.6,Normal
TRX-008992,2025-01-08 20:52:00,CUST-1990,30.93,Food_Dining,0.0123,Android,0.52,132.64,0,0,0,20,2,0,0.7610745285842562,38.21,Normal
TRX-008993,2025-02-28 03:57:00,CUST-1968,21.62,Transport,0.0123,Android,0.04,99.7,0,1,0,3,4,0,0.775372393247269,38.78,Normal
TRX-008994,2025-02-17 01:59:00,CUST-1365,49.14,Groceries,0.0123,Android,0.22,119.53,0,1,0,1,0,0,0.584003982411018,29.27,Normal
TRX-008995,2025-03-31 06:02:00,CUST-1583,48.33,Online_Services,0.0123,Android,0.18,120.6,0,0,0,6,0,0,0.5943256578947368,29.77,Normal
TRX-008996,2025-02-13 02:35:00,CUST-1212,12.04,Transport,0.0123,Web_Browser,0.5,109.71,0,1,0,2,3,1,0.8822147954114352,64.26,Suspicious
TRX-008997,2025-01-28 20:35:00,CUST-1773,43.09,Food_Dining,0.0123,iOS,0.68,98.23,0,0,0,20,1,0,0.5556787261916759,27.99,Normal
TRX-008998,2025-01-06 11:44:00,CUST-1975,27.6,Food_Dining,0.0123,iOS,0.9,72.43,0,0,0,11,0,0,0.6105134141359118,30.8,Normal
TRX-008999,2025-03-20 01:49:00,CUST-1479,54.44,Food_Dining,4.8088,Android,0.63,90.86,0,1,1,1,3,1,0.3964728935336382,40.01,Suspicious
TRX-009000,2025-03-25 01:22:00,CUST-1918,18.47,Food_Dining,0.0123,iOS,0.95,97.76,0,1,1,1,1,0,0.8028554070473877,40.43,Suspicious
TRX-009001,2025-02-06 10:51:00,CUST-1610,11.37,Transport,0.0123,iOS,0.54,124.91,0,0,0,10,3,0,0.9017552219839567,45.25,Suspicious
TRX-009002,2025-02-06 06:48:00,CUST-1088,33.64,Food_Dining,0.0123,iOS,0.9,32.88,0,0,0,6,3,0,0.02243211334120419,1.39,Normal
TRX-009003,2025-03-20 17:34:00,CUST-1341,47.78,Groceries,0.0123,Android,0.83,112.74,0,0,0,17,3,0,0.5711271320555653,28.81,Normal
TRX-009004,2025-01-28 00:41:00,CUST-1592,37.3,Food_Dining,0.0123,Android,0.77,104.92,0,1,0,0,1,0,0.6384063444108762,32.15,Normal
TRX-009005,2025-01-04 13:17:00,CUST-1895,13.26,Food_Dining,0.0123,Android,0.14,117.34,1,0,0,13,5,0,0.8794997464931553,44.02,Suspicious
TRX-009006,2025-03-13 03:24:00,CUST-1704,165.2,Electronics,0.0123,iOS,0.48,160.29,0,1,0,3,3,0,0.030442060884121748,1.67,Normal
TRX-009007,2025-03-23 16:00:00,CUST-1536,21.32,Groceries,0.0123,Android,0.0,55.91,1,0,0,16,6,0,0.6078017923036373,30.39,Normal
TRX-009008,2025-02-20 21:14:00,CUST-1235,57.76,Groceries,0.0123,iOS,0.52,58.38,0,0,0,21,3,0,0.01044122600202096,0.68,Normal
TRX-009009,2025-03-13 08:51:00,CUST-1414,47.47,Groceries,0.0123,iOS,0.42,144.45,0,0,0,8,3,0,0.6667583361980062,33.46,Normal
TRX-009010,2025-01-11 19:31:00,CUST-1829,51.37,Groceries,0.0123,iOS,0.36,78.73,1,0,0,19,5,0,0.3431581587859025,17.27,Normal
TRX-009011,2025-03-02 01:25:00,CUST-1504,69.83,Food_Dining,0.0123,Android,0.57,25.63,1,1,0,1,6,1,1.659782200525723,70.17,High Risk
TRX-009012,2025-01-04 09:03:00,CUST-1700,33.22,Groceries,0.0123,iOS,0.08,87.72,1,0,0,9,5,0,0.6142921550946799,30.74,Normal
TRX-009013,2025-01-03 19:51:00,CUST-1567,13.15,Transport,0.0123,Android,0.82,91.58,0,0,0,19,4,0,0.8471592136530568,42.6,Suspicious
TRX-009014,2025-02-11 21:43:00,CUST-1739,24.04,Food_Dining,0.0123,Android,0.7,102.15,0,0,0,21,1,0,0.7572467280659235,38.07,Normal
TRX-009015,2025-03-26 17:17:00,CUST-1130,54.98,Online_Services,0.0123,Web_Browser,0.38,56.76,0,0,0,17,2,1,0.03081717451523548,21.65,Normal
TRX-009016,2025-03-08 02:27:00,CUST-1236,18.29,Food_Dining,0.0123,iOS,0.28,119.0,1,1,0,2,5,0,0.83925,42.05,Suspicious
TRX-009017,2025-01-18 02:25:00,CUST-1088,51.97,Food_Dining,0.0123,Android,0.22,68.3,1,1,0,2,5,0,0.23564213564213563,11.85,Normal
TRX-009018,2025-02-25 11:52:00,CUST-1017,108.46,Groceries,0.0123,iOS,0.43,105.99,0,0,0,11,1,0,0.023086269744835956,1.28,Normal
TRX-009019,2025-01-20 13:02:00,CUST-1647,8.73,Transport,0.0123,Web_Browser,0.81,106.66,0,0,0,13,0,0,0.9096228868660597,45.72,Suspicious
TRX-009020,2025-03-14 22:26:00,CUST-1377,107.01,Groceries,0.0123,Web_Browser,0.27,78.31,0,0,0,22,4,0,0.3618711385701677,18.17,Normal
TRX-009021,2025-02-02 04:28:00,CUST-1895,12.33,Transport,0.0123,Android,0.33,60.99,1,1,0,4,6,0,0.7849653169866108,39.35,Normal
TRX-009022,2025-02-27 00:03:00,CUST-1684,751.19,Electronics,0.0123,Android,0.39,145.18,0,1,1,0,3,0,4.145642358735805,50.12,Suspicious
TRX-009023,2025-03-20 13:31:00,CUST-1860,24.94,Transport,0.0123,iOS,0.85,121.23,0,0,0,13,3,0,0.7877771414546347,39.64,Normal
TRX-009024,2025-03-02 12:53:00,CUST-1636,81.53,Groceries,0.0123,Android,0.77,113.56,1,0,0,12,6,0,0.2795914804469274,14.21,Normal
TRX-009025,2025-02-20 14:35:00,CUST-1328,22.73,Transport,0.0123,Android,0.49,117.35,0,0,0,14,3,0,0.7994930291508238,40.12,Suspicious
TRX-009026,2025-01-04 04:15:00,CUST-1667,30.32,Online_Services,0.0123,iOS,0.55,88.34,1,1,0,4,5,0,0.6494291470785762,32.64,Normal
TRX-009027,2025-02-05 19:57:00,CUST-1835,35.21,Food_Dining,0.0123,Web_Browser,0.34,118.22,0,0,0,19,2,0,0.6962757926522395,34.92,Normal
TRX-009028,2025-03-21 14:10:00,CUST-1908,29.2,Groceries,0.0123,iOS,0.09,85.68,0,0,0,14,4,0,0.6515920627595755,32.61,Normal
TRX-009029,2025-03-17 09:59:00,CUST-1924,93.82,Groceries,0.0123,Android,0.44,80.98,0,0,0,9,0,0,0.15662356672359098,7.96,Normal
TRX-009030,2025-02-11 23:16:00,CUST-1601,15.14,Transport,0.0123,Android,0.59,123.43,0,0,0,23,1,0,0.8702885156312786,43.69,Suspicious
TRX-009031,2025-03-07 09:32:00,CUST-1948,9.93,Transport,0.0123,Android,0.38,133.51,0,0,0,9,4,0,0.9187421009590364,46.05,Suspicious
TRX-009032,2025-01-04 07:01:00,CUST-1338,212.02,Electronics,0.0123,Android,0.92,95.85,1,0,0,7,5,0,1.1994837377387715,50.28,Suspicious
TRX-009033,2025-01-30 00:44:00,CUST-1869,11.24,Food_Dining,0.0123,Android,0.99,46.84,0,1,1,0,3,0,0.7441471571906354,37.5,Normal
TRX-009034,2025-03-19 16:17:00,CUST-1663,1134.81,Luxury_Goods,0.0123,Android,0.0,83.91,0,0,1,16,2,1,12.376634083146861,70.0,High Risk
TRX-009035,2025-03-15 13:52:00,CUST-1649,46.46,Online_Services,0.0123,iOS,0.64,143.25,1,0,0,13,5,0,0.6709878682842287,33.74,Normal
TRX-009036,2025-02-26 21:50:00,CUST-1429,32.46,Groceries,0.0123,iOS,0.21,143.43,0,0,0,21,2,0,0.7683306792217682,38.48,Normal
TRX-009037,2025-01-30 01:51:00,CUST-1766,15.1,Food_Dining,0.0123,iOS,0.89,111.2,0,1,1,1,3,0,0.8565062388591801,43.09,Suspicious
TRX-009038,2025-02-04 13:15:00,CUST-1772,67.44,Groceries,0.0123,Android,0.14,84.8,0,0,0,13,1,0,0.20233100233100232,10.16,Normal
TRX-009039,2025-02-23 01:56:00,CUST-1652,77.31,Online_Services,0.0123,Android,0.39,27.13,1,1,0,1,6,1,1.7838606469960898,70.12,High Risk
TRX-009040,2025-01-23 08:33:00,CUST-1007,29.66,Groceries,0.0123,iOS,0.84,105.86,0,0,0,8,3,0,0.7130825379000562,35.91,Normal
TRX-009041,2025-02-17 18:28:00,CUST-1755,23.78,Food_Dining,0.0123,iOS,0.85,113.35,0,0,0,18,0,0,0.7832968954962833,39.42,Normal
TRX-009042,2025-01-02 02:45:00,CUST-1157,44.66,Online_Services,0.0123,Web_Browser,0.89,77.81,0,1,1,2,3,1,0.420631899505139,41.3,Suspicious
TRX-009043,2025-03-31 13:13:00,CUST-1500,37.65,Groceries,0.0123,iOS,0.94,90.32,0,0,0,13,0,0,0.5767630310994306,29.12,Normal
TRX-009044,2025-01-08 10:35:00,CUST-1450,41.99,Online_Services,0.0123,Web_Browser,0.36,69.66,0,0,0,10,2,0,0.39159354656099626,19.69,Normal
TRX-009045,2025-01-30 14:12:00,CUST-1079,47.15,Groceries,0.0123,Android,0.73,153.14,0,0,0,14,3,0,0.6876216426625146,34.6,Normal
TRX-009046,2025-02-01 15:20:00,CUST-1738,20.9,Transport,0.0123,iOS,0.33,118.17,1,0,0,15,5,0,0.8162289166736596,40.91,Suspicious
TRX-009047,2025-03-06 16:34:00,CUST-1853,20.78,Transport,0.0123,iOS,0.21,93.24,0,0,0,16,3,0,0.7688879456706281,38.51,Normal
TRX-009048,2025-01-06 10:57:00,CUST-1031,15.39,Transport,0.0123,iOS,0.1,57.7,0,0,0,10,0,0,0.7207836456558774,36.07,Normal
TRX-009049,2025-02-24 06:53:00,CUST-1495,247.42,Electronics,0.0123,iOS,0.06,79.6,0,0,0,6,0,0,2.082133995037221,50.02,Suspicious
TRX-009050,2025-02-17 11:48:00,CUST-1678,388.46,Electronics,0.0123,iOS,0.93,82.92,0,0,0,11,0,0,3.640848427073403,50.28,Suspicious
TRX-009051,2025-01-27 03:13:00,CUST-1688,13.18,Transport,0.0123,iOS,0.23,88.38,0,1,0,3,0,0,0.8413515327813827,42.14,Suspicious
TRX-009052,2025-01-17 02:39:00,CUST-1576,40.11,Groceries,0.0123,Android,0.68,135.79,0,1,0,2,4,0,0.6994663352584253,35.18,Normal
TRX-009053,2025-03-09 22:06:00,CUST-1518,37.74,Food_Dining,0.0123,Android,0.3,149.55,1,0,0,22,6,0,0.7426768515443374,37.22,Normal
TRX-009054,2025-01-28 15:15:00,CUST-1496,51.18,Food_Dining,4.8088,iOS,0.12,141.74,0,0,0,15,1,1,0.634440240997618,51.76,Suspicious
TRX-009055,2025-01-18 18:23:00,CUST-1423,25.13,Transport,0.0123,Android,0.38,157.13,1,0,0,18,5,0,0.834756213242269,41.85,Suspicious
TRX-009056,2025-02-27 10:09:00,CUST-1097,18.81,Transport,4.8088,Android,0.7,107.8,0,0,0,10,3,0,0.817922794117647,41.11,Suspicious
TRX-009057,2025-03-07 00:16:00,CUST-1378,26.35,Food_Dining,0.0123,iOS,0.93,108.75,0,1,1,0,4,0,0.7507972665148064,37.82,Normal
TRX-009058,2025-02-12 06:36:00,CUST-1663,36.79,Online_Services,0.0123,iOS,0.46,68.22,0,0,0,6,2,0,0.4540595203698353,22.84,Normal
TRX-009059,2025-02-21 04:07:00,CUST-1035,45.18,Groceries,0.0123,iOS,0.41,111.24,0,1,0,4,4,0,0.58856022808268,29.55,Normal
TRX-009060,2025-01-16 16:22:00,CUST-1351,21.12,Transport,0.0123,Web_Browser,0.77,106.49,0,0,0,16,3,0,0.7942134152014141,39.94,Normal
TRX-009061,2025-01-25 04:38:00,CUST-1219,41.82,Groceries,0.0123,iOS,0.3,100.53,1,1,0,4,5,0,0.5782527331823106,29.0,Normal
TRX-009062,2025-03-21 00:39:00,CUST-1058,11.3,Transport,0.0123,iOS,0.85,109.81,0,1,1,0,4,0,0.8889991877989352,44.7,Suspicious
TRX-009063,2025-03-09 09:41:00,CUST-1745,21.45,Food_Dining,0.0123,iOS,0.27,118.65,1,0,0,9,6,0,0.8123694107814459,40.7,Suspicious
TRX-009064,2025-01-07 19:01:00,CUST-1022,41.65,Online_Services,0.0123,iOS,0.15,149.93,0,0,0,19,1,0,0.7174186709070429,35.92,Normal
TRX-009065,2025-02-17 15:27:00,CUST-1653,33.9,Groceries,0.0123,Android,0.41,101.3,0,0,0,15,0,0,0.6588465298142718,33.07,Normal
TRX-009066,2025-02-21 11:47:00,CUST-1244,58.52,Groceries,0.0123,iOS,0.93,115.49,0,0,0,11,4,0,0.4890548544939479,24.73,Normal
TRX-009067,2025-01-03 20:36:00,CUST-1030,18.66,Transport,0.0123,Android,0.55,80.33,0,0,0,20,4,0,0.7582687815074388,38.08,Normal
TRX-009068,2025-01-16 13:21:00,CUST-1488,72.77,Food_Dining,4.8088,Android,0.58,153.74,0,0,0,13,3,0,0.5232648313299729,26.34,Normal
TRX-009069,2025-03-27 18:00:00,CUST-1533,12.18,Food_Dining,0.0123,Android,0.05,79.18,0,0,0,18,3,0,0.8356198553255175,41.8,Suspicious
TRX-009070,2025-01-20 08:17:00,CUST-1585,17.99,Transport,4.8088,Android,0.87,88.67,0,0,1,8,0,0,0.7882234861157579,39.67,Normal
TRX-009071,2025-01-06 04:21:00,CUST-1678,13.04,Transport,0.0123,iOS,0.75,127.1,0,1,0,4,0,0,0.8903981264637003,44.74,Suspicious
TRX-009072,2025-02-20 00:53:00,CUST-1096,11.43,Transport,0.0123,Android,0.6,87.55,0,1,0,0,3,0,0.8596273291925467,43.16,Suspicious
TRX-009073,2025-02-13 12:47:00,CUST-1996,11.79,Transport,0.0123,iOS,0.38,96.92,0,0,0,12,3,0,0.8693831699346405,43.58,Suspicious
TRX-009074,2025-01-29 01:42:00,CUST-1210,13.77,Groceries,0.0123,iOS,0.69,118.66,0,1,0,1,2,0,0.8765669396623768,44.04,Suspicious
TRX-009075,2025-01-02 13:59:00,CUST-1632,102.79,Groceries,0.0123,Android,0.98,131.21,0,0,0,13,3,0,0.2149610468194539,11.04,Normal
TRX-009076,2025-01-30 00:40:00,CUST-1353,37.01,Groceries,0.0123,iOS,0.29,105.33,0,1,0,0,3,0,0.6425279789335089,32.21,Normal
TRX-009077,2025-03-05 03:19:00,CUST-1994,20.25,Transport,0.0123,iOS,0.73,90.65,0,1,0,3,2,0,0.768139661756683,38.63,Normal
TRX-009078,2025-01-16 11:32:00,CUST-1247,17.33,Transport,0.0123,iOS,0.76,88.42,0,0,0,11,3,0,0.7950123014985462,39.98,Normal
TRX-009079,2025-01-29 22:02:00,CUST-1725,90.95,Groceries,0.0123,Android,0.19,112.62,0,0,0,22,2,0,0.19072346417884176,9.59,Normal
TRX-009080,2025-03-08 13:38:00,CUST-1814,51.8,Online_Services,4.8088,iOS,0.36,111.64,1,0,0,13,5,1,0.53125,46.67,Suspicious
TRX-009081,2025-03-02 01:23:00,CUST-1731,27.56,Food_Dining,0.0123,Android,0.18,71.5,1,1,0,1,6,0,0.6060689655172413,30.36,Normal
TRX-009082,2025-01-21 13:59:00,CUST-1821,33.91,Food_Dining,0.0123,Android,0.81,111.2,0,0,0,13,1,0,0.6888591800356506,34.69,Normal
TRX-009083,2025-02-15 21:42:00,CUST-1868,20.06,Transport,0.0123,Android,0.0,120.27,1,0,0,21,5,0,0.8263379236414612,41.32,Suspicious
TRX-009084,2025-02-09 08:10:00,CUST-1110,20.93,Food_Dining,0.0123,Android,0.3,136.63,1,0,0,8,6,0,0.840659739882293,42.12,Suspicious
TRX-009085,2025-01-05 07:33:00,CUST-1724,67.16,Groceries,0.0123,Android,0.86,42.16,1,0,0,7,6,0,0.5792400370713624,29.22,Normal
TRX-009086,2025-02-27 13:53:00,CUST-1178,622.98,Electronics,0.0123,Android,0.93,84.41,0,0,1,13,3,0,6.305701908441636,50.28,Suspicious
TRX-009087,2025-02-23 01:55:00,CUST-1826,27.82,Groceries,0.0123,Android,0.04,103.46,1,1,0,1,6,0,0.7241049205437488,36.22,Normal
TRX-009088,2025-03-24 07:05:00,CUST-1562,27.94,Groceries,0.0123,iOS,0.71,95.67,0,0,0,7,0,0,0.7006310127236992,35.24,Normal
TRX-009089,2025-02-10 19:49:00,CUST-1049,63.17,Food_Dining,0.0123,Android,0.84,89.6,0,0,0,19,0,0,0.2917218543046357,14.84,Normal
TRX-009090,2025-03-14 03:09:00,CUST-1544,28.33,Groceries,0.0123,iOS,0.08,65.54,0,1,0,3,4,0,0.5592125037571386,27.98,Normal
TRX-009091,2025-03-14 09:43:00,CUST-1736,37.89,Groceries,0.0123,Android,0.71,146.25,0,0,0,9,4,0,0.7358913412563667,37.01,Normal
TRX-009092,2025-01-12 02:35:00,CUST-1013,21.81,Transport,0.0123,iOS,0.51,151.42,1,1,0,2,6,0,0.8503477233958798,42.67,Suspicious
TRX-009093,2025-02-13 02:44:00,CUST-1265,13.08,Transport,0.0123,Android,0.89,98.88,0,1,1,2,3,0,0.8590308370044053,43.22,Suspicious
TRX-009094,2025-03-08 03:56:00,CUST-1964,248.96,Online_Services,0.0123,iOS,0.62,71.17,1,1,0,3,5,1,2.4634889843425247,70.19,High Risk
TRX-009095,2025-02-26 16:31:00,CUST-1569,21.89,Food_Dining,0.0123,Android,0.98,129.46,0,0,0,16,2,0,0.8245439215085084,41.52,Suspicious
TRX-009096,2025-01-17 12:30:00,CUST-1239,500.07,Electronics,0.0123,Android,0.86,111.28,0,0,0,12,4,0,3.46268257926612,50.26,Suspicious
TRX-009097,2025-01-24 21:46:00,CUST-1405,119.73,Groceries,0.0123,iOS,0.11,141.94,0,0,0,21,4,0,0.15537987966979147,7.8,Normal
TRX-009098,2025-02-10 16:22:00,CUST-1314,17.75,Transport,0.0123,Android,0.54,70.1,0,0,0,16,0,0,0.7362869198312236,36.98,Normal
TRX-009099,2025-01-08 10:28:00,CUST-1353,2264.21,Luxury_Goods,0.0123,iOS,0.95,109.01,0,0,1,10,2,0,19.590946277611124,50.28,Suspicious
TRX-009100,2025-03-30 07:02:00,CUST-1935,79.49,Food_Dining,4.8088,Android,0.68,140.58,1,0,0,7,6,1,0.43148749823421395,41.78,Suspicious
TRX-009101,2025-02-25 12:46:00,CUST-1475,66.08,Online_Services,0.0123,Android,0.03,74.63,0,0,0,12,1,0,0.11305037683458942,5.66,Normal
TRX-009102,2025-01-24 15:38:00,CUST-1453,3898.33,Luxury_Goods,0.0123,iOS,0.15,94.66,0,0,1,15,4,1,39.762387622830865,70.04,High Risk
TRX-009103,2025-02-23 17:51:00,CUST-1420,13.74,Transport,0.0123,Android,0.98,103.81,1,0,0,17,6,0,0.8593645644499571,43.26,Suspicious
TRX-009104,2025-01-31 01:29:00,CUST-1416,130.81,Groceries,0.0123,iOS,0.22,85.33,0,1,0,1,4,0,0.526815707170161,26.41,Normal
TRX-009105,2025-03-01 19:24:00,CUST-1485,52.47,Groceries,0.0123,Android,0.25,81.14,1,0,0,19,5,0,0.34903822741660584,17.53,Normal
TRX-009106,2025-01-06 03:41:00,CUST-1291,64.84,Groceries,0.0123,iOS,0.6,53.06,0,1,0,3,0,0,0.21790603033666298,11.08,Normal
TRX-009107,2025-03-24 01:00:00,CUST-1423,606.41,Electronics,0.0123,Web_Browser,0.39,63.74,0,1,1,1,0,1,8.382298424467097,70.12,High Risk
TRX-009108,2025-02-05 09:05:00,CUST-1662,39.1,Food_Dining,0.0123,iOS,0.66,89.07,0,0,0,9,2,0,0.5547907183301876,27.94,Normal
TRX-009109,2025-03-03 12:43:00,CUST-1862,38.72,Groceries,0.0123,Web_Browser,0.09,188.72,0,0,0,12,0,1,0.7906388361796332,59.56,Suspicious
TRX-009110,2025-01-28 15:22:00,CUST-1147,611.4,Electronics,0.0123,Android,0.2,86.29,0,0,0,15,1,0,6.015694810402108,50.06,Suspicious
TRX-009111,2025-02-26 15:22:00,CUST-1035,74.11,Groceries,0.0123,iOS,0.28,92.63,0,0,0,15,2,0,0.19779985047527499,9.97,Normal
TRX-009112,2025-01-25 14:56:00,CUST-1415,14.18,Transport,0.0123,iOS,0.13,86.05,1,0,0,14,5,0,0.8256174612291787,41.32,Suspicious
TRX-009113,2025-03-09 22:32:00,CUST-1859,89.9,Online_Services,0.0123,iOS,0.49,48.91,1,0,0,22,6,1,0.8212783009416953,61.21,Suspicious
TRX-009114,2025-03-10 21:56:00,CUST-1665,2501.1,Luxury_Goods,0.0123,iOS,0.05,147.54,0,0,1,21,0,1,15.844620977514476,70.02,High Risk
TRX-009115,2025-01-20 13:09:00,CUST-1958,159.67,Electronics,0.0123,Android,0.11,151.41,0,0,0,13,0,0,0.054195918902959064,2.74,Normal
TRX-009116,2025-01-10 06:53:00,CUST-1664,61.42,Groceries,0.0123,iOS,0.17,76.1,0,0,0,6,4,0,0.19040207522697786,9.57,Normal
TRX-009117,2025-03-14 12:11:00,CUST-1687,107.36,Groceries,0.0123,Android,0.56,148.88,0,0,0,12,4,0,0.27702161729383507,14.02,Normal
TRX-009118,2025-01-29 01:00:00,CUST-1548,57.82,Online_Services,0.0123,Android,0.14,94.48,0,1,0,1,2,0,0.38395475492249687,19.24,Normal
TRX-009119,2025-03-10 22:49:00,CUST-1062,52.32,Groceries,0.0123,Web_Browser,0.81,107.38,0,0,0,22,0,0,0.5080273113120501,25.64,Normal
TRX-009120,2025-03-24 03:19:00,CUST-1917,27.5,Food_Dining,0.0123,Web_Browser,0.17,98.9,0,1,0,3,0,1,0.7147147147147147,55.79,Suspicious
TRX-009121,2025-03-12 00:30:00,CUST-1984,21.11,Transport,0.0123,Android,0.7,89.68,0,1,0,0,2,0,0.7561755624172916,38.02,Normal
TRX-009122,2025-03-31 09:21:00,CUST-1720,7.26,Transport,0.0123,Android,0.14,101.4,0,0,0,9,0,0,0.9193359375,46.01,Suspicious
TRX-009123,2025-02-26 17:46:00,CUST-1890,8.33,Transport,0.0123,iOS,0.15,66.76,0,0,0,17,2,0,0.8623081463990555,43.16,Suspicious
TRX-009124,2025-03-29 13:28:00,CUST-1421,24.05,Groceries,0.0123,iOS,0.57,103.78,1,0,0,13,5,0,0.7609276579499905,38.22,Normal
TRX-009125,2025-03-31 17:39:00,CUST-1915,51.03,Groceries,0.0123,Android,0.67,81.61,0,0,0,17,0,0,0.37017310252996005,18.71,Normal
TRX-009126,2025-03-01 19:34:00,CUST-1720,60.32,Groceries,4.8088,Android,0.49,143.45,1,0,0,19,5,0,0.5754932502596054,28.92,Normal
TRX-009127,2025-02-06 09:43:00,CUST-1797,31.95,Transport,0.0123,Android,0.86,156.15,0,0,0,9,3,0,0.7903277123767102,39.77,Normal
TRX-009128,2025-03-17 08:23:00,CUST-1146,19.11,Food_Dining,0.0123,iOS,0.7,66.54,0,0,0,8,0,0,0.7022505182114303,35.32,Normal
TRX-009129,2025-01-16 12:09:00,CUST-1534,54.02,Groceries,0.0123,iOS,0.69,54.46,0,0,0,12,3,0,0.007933645870897904,0.6,Normal
TRX-009130,2025-01-09 11:52:00,CUST-1274,54.75,Food_Dining,0.0123,Web_Browser,0.05,108.71,0,0,0,11,3,0,0.49184212924984044,24.61,Normal
TRX-009131,2025-01-29 17:04:00,CUST-1768,34.92,Food_Dining,0.0123,Android,0.36,141.85,0,0,0,17,2,0,0.7485474273713686,37.54,Normal
TRX-009132,2025-03-15 12:28:00,CUST-1012,60.01,Groceries,0.0123,iOS,0.53,114.43,1,0,0,12,5,0,0.4714545612059257,23.73,Normal
TRX-009133,2025-02-11 00:52:00,CUST-1252,7.94,Transport,0.0123,Android,0.96,116.39,0,1,1,0,1,0,0.923843598262203,46.48,Suspicious
TRX-009134,2025-03-06 08:52:00,CUST-1747,48.74,Online_Services,0.0123,iOS,0.13,74.15,0,0,0,8,3,0,0.33812375249501,16.95,Normal
TRX-009135,2025-02-04 17:15:00,CUST-1039,33.69,Transport,0.0123,Android,0.34,71.96,0,0,0,17,1,0,0.5245339912280702,26.33,Normal
TRX-009136,2025-03-02 19:09:00,CUST-1823,81.57,Groceries,0.0123,iOS,0.58,53.16,1,0,0,19,6,0,0.5245568685376661,26.4,Normal
TRX-009137,2025-01-05 05:55:00,CUST-1379,50.89,Online_Services,0.0123,Android,0.18,121.57,1,0,0,5,6,0,0.5766500775067308,28.89,Normal
TRX-009138,2025-01-15 11:33:00,CUST-1961,57.95,Online_Services,0.0123,Android,0.83,87.49,0,0,0,11,2,0,0.33382303085094356,16.94,Normal
TRX-009139,2025-03-24 16:48:00,CUST-1608,12.36,Transport,4.8088,iOS,0.34,125.28,0,0,0,16,0,0,0.8942033576179917,44.81,Suspicious
TRX-009140,2025-01-03 09:20:00,CUST-1668,12.2,Transport,0.0123,Android,0.95,163.01,0,0,0,9,4,0,0.9195171026156942,46.26,Suspicious
TRX-009141,2025-03-18 01:35:00,CUST-1728,17.61,Food_Dining,0.0123,iOS,0.06,60.92,0,1,0,1,1,0,0.6994509043927649,34.99,Normal
TRX-009142,2025-03-22 22:57:00,CUST-1038,19.75,Transport,0.0123,Android,0.27,145.92,1,0,0,22,5,0,0.8587666757419004,43.02,Suspicious
TRX-009143,2025-02-25 18:24:00,CUST-1627,19.12,Transport,0.0123,Android,0.25,111.06,0,0,0,18,1,0,0.8204533285739782,41.1,Suspicious
TRX-009144,2025-02-02 17:10:00,CUST-1986,33.86,Groceries,4.8088,Android,0.34,127.96,1,0,0,17,6,1,0.7296836228287842,56.59,Suspicious
TRX-009145,2025-03-04 09:12:00,CUST-1432,24.18,Food_Dining,0.0123,Android,0.14,74.44,0,0,0,9,1,0,0.6662248144220573,33.35,Normal
TRX-009146,2025-02-03 18:10:00,CUST-1058,49.21,Groceries,0.0123,iOS,0.8,108.46,0,0,0,18,0,0,0.5412936232413667,27.3,Normal
TRX-009147,2025-02-22 12:42:00,CUST-1741,16.97,Groceries,0.0123,iOS,0.95,110.15,1,0,0,12,5,0,0.8383265856950067,42.2,Suspicious
TRX-009148,2025-03-19 00:05:00,CUST-1698,14.72,Groceries,0.0123,iOS,0.96,68.12,0,1,1,0,2,0,0.7725694444444445,38.92,Normal
TRX-009149,2025-01-21 17:22:00,CUST-1992,371.15,Electronics,0.0123,Web_Browser,0.8,152.97,0,0,0,17,1,1,1.4170292914204063,70.24,High Risk
TRX-009150,2025-01-17 00:13:00,CUST-1315,31.67,Groceries,0.0123,Android,0.97,109.82,0,1,1,0,4,0,0.7051976177585273,35.55,Normal
TRX-009151,2025-02-28 08:46:00,CUST-1034,7.48,Transport,0.0123,iOS,0.14,106.04,0,0,0,8,4,0,0.9207772795216741,46.08,Suspicious
